EBFFFBAL_00003	K07478
AJGJENBJ_00748	K03797
AJGJENBJ_00757	K19788
AJGJENBJ_00762	K16150
AJGJENBJ_00768	K07098
AJGJENBJ_00771	K01783
AJGJENBJ_00774	K04096
AJGJENBJ_00777	K07082
AJGJENBJ_00780	K01262
AJGJENBJ_00781	K01880
AJGJENBJ_00782	K01892
AJGJENBJ_00783	K02470
AJGJENBJ_00786	K03350
AJGJENBJ_00796	K03624
AJGJENBJ_00805	K18311
AJGJENBJ_00820	K02528
AJGJENBJ_00825	K03657
AJGJENBJ_00831	K06863
AJGJENBJ_00841	K01494
AJGJENBJ_00848	K00600
AJGJENBJ_00862	K02469
AJGJENBJ_00869	K02838
AJGJENBJ_00870	K09903
AJGJENBJ_00879	K03655
AJGJENBJ_00892	K01915
AJGJENBJ_00906	K03074
AJGJENBJ_00924	K03088
EAKAMJKC_00004	K00820
EAKAMJKC_00031	K03545
EAKAMJKC_00032	K01507
EAKAMJKC_00033	K02600
EAKAMJKC_00038	K03671
EAKAMJKC_00052	K02313
EAKAMJKC_00053	K02338
EAKAMJKC_00075	K02027
EAKAMJKC_00076	K00963
EAKAMJKC_00078	K03088
EAKAMJKC_00085	K03553
EAKAMJKC_00087	K03466
EAKAMJKC_00088	K03046
EAKAMJKC_00089	K03043
EAKAMJKC_00094	K03550
EAKAMJKC_00096	K03702
EAKAMJKC_00103	K02340
EAKAMJKC_00104	K01246
EAKAMJKC_00106	K02335
EAKAMJKC_00120	K00554
EAKAMJKC_00121	K06960
EAKAMJKC_00123	K03529
EAKAMJKC_00125	K13421
EAKAMJKC_00126	K06925
EAKAMJKC_00133	K00812
EAKAMJKC_00137	K13993
EAKAMJKC_00141	K03625
EAKAMJKC_00142	K03685
EAKAMJKC_00148	K00762
EAKAMJKC_00150	K03798
EAKAMJKC_00159	K01869
EAKAMJKC_00170	K03111
EAKAMJKC_00171	K02990
EAKAMJKC_00191	K03655
EAKAMJKC_00198	K02242
EAKAMJKC_00200	K03799
EAKAMJKC_00201	K03744
EAKAMJKC_00215	K02653
EAKAMJKC_00220	K02236
EAKAMJKC_00225	K01972
EAKAMJKC_00230	K02433
EAKAMJKC_00243	K07462
EAKAMJKC_00253	K02343
EAKAMJKC_00264	K01808
EAKAMJKC_00268	K13993
EAKAMJKC_00270	K03705
EAKAMJKC_00273	K02003
EAKAMJKC_00274	K02005
EAKAMJKC_00281	K09569
EAKAMJKC_00292	K07262
EAKAMJKC_00294	K06183
EAKAMJKC_00301	K01893
EAKAMJKC_00304	K00602
EAKAMJKC_00307	K01945
EAKAMJKC_00311	K01923
EAKAMJKC_00319	K01939
EAKAMJKC_00322	K01951
EAKAMJKC_00323	K00088
EAKAMJKC_00325	K02004
EAKAMJKC_00330	K09125
EAKAMJKC_00334	K00772
EAKAMJKC_00339	K03411
EAKAMJKC_00340	K03410
EAKAMJKC_00342	K03412
EAKAMJKC_00346	K06941
EAKAMJKC_00349	K02316
EAKAMJKC_00354	K01007
EAKAMJKC_00357	K02314
EAKAMJKC_00359	K06187
EAKAMJKC_00362	K02851
EAKAMJKC_00363	K07447
EAKAMJKC_00365	K00939
EAKAMJKC_00368	K03076
EAKAMJKC_00372	K02933
EAKAMJKC_00373	K02994
EAKAMJKC_00376	K02895
EAKAMJKC_00377	K02874
EAKAMJKC_00380	K02878
EAKAMJKC_00384	K02886
EAKAMJKC_00386	K02926
EAKAMJKC_00387	K02906
EAKAMJKC_00388	K02946
EAKAMJKC_00389	K02358
EAKAMJKC_00402	K02355
EAKAMJKC_00404	K02950
EAKAMJKC_00408	K06147
EAKAMJKC_00412	K02238
EAKAMJKC_00414	K09707
EAKAMJKC_00424	K07738
EAKAMJKC_00425	K03531
EAKAMJKC_00434	K01892
EAKAMJKC_00435	K03100
EAKAMJKC_00441	K01056
EAKAMJKC_00443	K04096
EAKAMJKC_00445	K03168
EAKAMJKC_00448	K03497
EAKAMJKC_00449	K03496
EAKAMJKC_00454	K01126
EAKAMJKC_00461	K04077
EAKAMJKC_00466	K03701
EAKAMJKC_00472	K02035
EAKAMJKC_00473	K12574
EAKAMJKC_00475	K01776
EAKAMJKC_00478	K10770
EAKAMJKC_00482	K00600
EAKAMJKC_00487	K03657
EAKAMJKC_00492	K06942
EAKAMJKC_00494	K07568
EAKAMJKC_00496	K09765
EAKAMJKC_00498	K03551
EAKAMJKC_00520	K04487
EAKAMJKC_00528	K00174
EAKAMJKC_00538	K07729
EAKAMJKC_00578	K01358
BAGANPJC_00027	K06942
BAGANPJC_00037	K01409
BAGANPJC_00040	K02979
BAGANPJC_00075	K03049
BAGANPJC_00083	K03775
BAGANPJC_00097	K07096
BAGANPJC_00102	K03057
BAGANPJC_00144	K01518
BAGANPJC_00170	K07332
BAGANPJC_00184	K02030
BAGANPJC_00185	K15553
BAGANPJC_00194	K01883
BAGANPJC_00196	K01097
BAGANPJC_00216	K16317
BAGANPJC_00223	K04567
BAGANPJC_00233	K04802
BAGANPJC_00284	K00558
BAGANPJC_00285	K03630
BAGANPJC_00290	K01881
BAGANPJC_00302	K09759
BAGANPJC_00330	K13179
BAGANPJC_00337	K03630
BAGANPJC_00367	K00027
BAGANPJC_00370	K01875
BAGANPJC_00377	K02969
BAGANPJC_00415	K20151
BAGANPJC_00416	K15856
BAGANPJC_00423	K03680
BAGANPJC_00440	K02933
BAGANPJC_00445	K02895
BAGANPJC_00485	K03527
BAGANPJC_00493	K07171
BAGANPJC_00542	K08303
BAGANPJC_00551	K00287
BAGANPJC_00566	K03234
BAGANPJC_00586	K03701
BAGANPJC_00587	K03703
BAGANPJC_00588	K03702
BAGANPJC_00592	K14946
BAGANPJC_00672	K17816
BAGANPJC_00678	K09728
BAGANPJC_00699	K01867
BAGANPJC_00710	K22579
BAGANPJC_00713	K15635
BAGANPJC_00716	K13431
BAGANPJC_00740	K21929
BAGANPJC_00762	K12589
BAGANPJC_00776	K00175
BAGANPJC_00821	K01887
BAGANPJC_00839	K09716
BAGANPJC_00844	K13195
BAGANPJC_00862	K00954
BAGANPJC_00885	K10747
BAGANPJC_00893	K03120
BAGANPJC_00903	K07133
BAGANPJC_00941	K03058
BAGANPJC_00961	K06927
BAGANPJC_00978	K00459
BAGANPJC_00981	K10772
BAGANPJC_00985	K03386
BAGANPJC_00991	K04488
BAGANPJC_00993	K04487
BAGANPJC_01006	K07463
BAGANPJC_01079	K09935
BAGANPJC_01080	K00969
BAGANPJC_01082	K03517
BAGANPJC_01083	K01515
BAGANPJC_01093	K04801
BAGANPJC_01113	K14835
BAGANPJC_01117	K01265
BAGANPJC_01119	K02503
BAGANPJC_01120	K13525
BAGANPJC_01151	K03238
BAGANPJC_01184	K01953
BAGANPJC_01188	K02377
BAGANPJC_01191	K03273
BAGANPJC_01192	K03271
AALJDOEL_00023	K01613
AALJDOEL_00029	K03496
AALJDOEL_00030	K03100
AALJDOEL_00032	K07507
AALJDOEL_00038	K06196
AALJDOEL_00045	K03705
AALJDOEL_00055	K00948
AALJDOEL_00056	K02897
AALJDOEL_00057	K01056
AALJDOEL_00062	K05810
AALJDOEL_00063	K01776
AALJDOEL_00064	K12132
AALJDOEL_00065	K03284
AALJDOEL_00066	K03310
AALJDOEL_00072	K00075
AALJDOEL_00079	K03529
AALJDOEL_00095	K03553
AALJDOEL_00107	K02906
AALJDOEL_00108	K02926
AALJDOEL_00109	K02892
AALJDOEL_00114	K02878
AALJDOEL_00117	K02874
AALJDOEL_00120	K02954
AALJDOEL_00121	K02994
AALJDOEL_00123	K02881
AALJDOEL_00125	K02876
AALJDOEL_00126	K03076
AALJDOEL_00127	K00939
AALJDOEL_00128	K01265
AALJDOEL_00129	K02518
AALJDOEL_00130	K02952
AALJDOEL_00131	K02948
AALJDOEL_00134	K02879
AALJDOEL_00135	K03569
AALJDOEL_00141	K08301
AALJDOEL_00147	K01486
AALJDOEL_00148	K01572
AALJDOEL_00151	K03524
AALJDOEL_00156	K07090
AALJDOEL_00162	K02437
AALJDOEL_00163	K00282
AALJDOEL_00164	K00283
AALJDOEL_00167	K00759
AALJDOEL_00168	K00857
AALJDOEL_00171	K03733
AALJDOEL_00173	K04096
AALJDOEL_00174	K07391
AALJDOEL_00177	K01619
AALJDOEL_00178	K01803
AALJDOEL_00179	K10773
AALJDOEL_00180	K09816
AALJDOEL_00182	K09815
AALJDOEL_00183	K10645
AALJDOEL_00184	K00639
AALJDOEL_00185	K00060
AALJDOEL_00191	K01439
AALJDOEL_00193	K02654
AALJDOEL_00198	K02428
AALJDOEL_00201	K02520
AALJDOEL_00203	K02887
AALJDOEL_00205	K01889
AALJDOEL_00213	K02291
AALJDOEL_00216	K04075
AALJDOEL_00217	K17759
AALJDOEL_00219	K04773
AALJDOEL_00220	K01714
AALJDOEL_00221	K10206
AALJDOEL_00228	K01928
AALJDOEL_00233	K02108
AALJDOEL_00235	K02109
AALJDOEL_00237	K02111
AALJDOEL_00238	K03274
AALJDOEL_00241	K02112
AALJDOEL_00244	K02337
AALJDOEL_00257	K00528
AALJDOEL_00258	K00266
AALJDOEL_00263	K03810
AALJDOEL_00265	K06148
AALJDOEL_00269	K03305
AALJDOEL_00270	K03979
AALJDOEL_00271	K02899
AALJDOEL_00279	K01808
AALJDOEL_00280	K03271
AALJDOEL_00287	K03924
AALJDOEL_00290	K05601
AALJDOEL_00291	K03741
AALJDOEL_00292	K03470
AALJDOEL_00309	K12942
AALJDOEL_00314	K01468
AALJDOEL_00348	K09698
AALJDOEL_00350	K02669
AALJDOEL_00353	K00925
AALJDOEL_00367	K01258
AALJDOEL_00369	K01734
AALJDOEL_00374	K01951
AALJDOEL_00377	K01952
AALJDOEL_00399	K06920
AALJDOEL_00403	K02963
AALJDOEL_00406	K02314
AALJDOEL_00408	K02066
AALJDOEL_00409	K02065
AALJDOEL_00413	K12506
AALJDOEL_00423	K04656
AALJDOEL_00424	K04655
AALJDOEL_00425	K07175
AALJDOEL_00428	K02004
AALJDOEL_00445	K06909
AALJDOEL_00448	K02626
AALJDOEL_00449	K01392
AALJDOEL_00450	K02469
AALJDOEL_00451	K02470
AALJDOEL_00453	K02338
AALJDOEL_00456	K11065
AALJDOEL_00462	K22099
AALJDOEL_00464	K02836
AALJDOEL_00465	K03820
AALJDOEL_00466	K03070
AALJDOEL_00467	K04487
AALJDOEL_00468	K13819
AALJDOEL_00469	K00858
AALJDOEL_00470	K03631
AALJDOEL_00473	K00865
AALJDOEL_00474	K06889
AALJDOEL_00476	K00997
AALJDOEL_00477	K00820
AALJDOEL_00480	K03798
AALJDOEL_00481	K00760
AALJDOEL_00485	K02355
AALJDOEL_00487	K02950
AALJDOEL_00490	K02935
AALJDOEL_00498	K01872
AALJDOEL_00501	K05808
AALJDOEL_00503	K06023
AALJDOEL_00504	K06958
AALJDOEL_00506	K02794
AALJDOEL_00508	K02796
AALJDOEL_00510	K08483
AALJDOEL_00518	K00566
AALJDOEL_00519	K02888
AALJDOEL_00523	K03650
AALJDOEL_00525	K03217
AALJDOEL_00538	K01892
AALJDOEL_00540	K01893
AALJDOEL_00543	K03685
AALJDOEL_00544	K02078
AALJDOEL_00545	K00059
AALJDOEL_00546	K03621
AALJDOEL_00549	K01950
AALJDOEL_00550	K02967
AALJDOEL_00553	K02838
AALJDOEL_00556	K00981
AALJDOEL_00558	K11749
AALJDOEL_00560	K01881
AALJDOEL_00570	K03561
AALJDOEL_00572	K00995
AALJDOEL_00577	K00962
AALJDOEL_00583	K03521
AALJDOEL_00592	K08966
AALJDOEL_00593	K13292
AALJDOEL_00594	K16898
AALJDOEL_00602	K01937
AALJDOEL_00603	K00979
AALJDOEL_00607	K02517
AALJDOEL_00610	K03315
AALJDOEL_00612	K07034
AALJDOEL_00621	K02867
AALJDOEL_00622	K02863
AALJDOEL_00627	K00975
AALJDOEL_00629	K03465
AALJDOEL_00634	K09931
AALJDOEL_00651	K05586
AALJDOEL_00658	K01598
AALJDOEL_00659	K21977
AALJDOEL_00660	K01579
AALJDOEL_00664	K00794
AALJDOEL_00665	K11752
AALJDOEL_00671	K09118
AALJDOEL_00674	K03655
AALJDOEL_00683	K01870
AALJDOEL_00685	K00262
AALJDOEL_00689	K23010
AALJDOEL_00690	K01784
AALJDOEL_00693	K06934
AALJDOEL_00695	K01624
AALJDOEL_00697	K03737
AALJDOEL_00702	K00809
AALJDOEL_00703	K00600
AALJDOEL_00705	K00772
AALJDOEL_00708	K02016
AALJDOEL_00709	K02015
AALJDOEL_00710	K02013
AALJDOEL_00717	K19427
AALJDOEL_00723	K00978
AALJDOEL_00725	K12452
AALJDOEL_00736	K18234
AALJDOEL_00737	K01790
AALJDOEL_00738	K01710
AALJDOEL_00740	K00067
AALJDOEL_00747	K03696
AALJDOEL_00753	K03521
AALJDOEL_00756	K16149
AALJDOEL_00757	K09942
AALJDOEL_00758	K01733
AALJDOEL_00759	K07058
AALJDOEL_00760	K03216
AALJDOEL_00761	K00688
AALJDOEL_00774	K01961
AALJDOEL_00776	K00652
AALJDOEL_00779	K01246
AALJDOEL_00781	K01667
AALJDOEL_00785	K16860
AALJDOEL_00798	K01869
AALJDOEL_00801	K06412
AALJDOEL_00802	K00919
AALJDOEL_00804	K03671
AALJDOEL_00806	K00859
AALJDOEL_00807	K03628
AALJDOEL_00808	K02909
AALJDOEL_00809	K02835
AALJDOEL_00810	K02493
AALJDOEL_00812	K01930
AALJDOEL_00814	K08315
AALJDOEL_00815	K15831
AALJDOEL_00817	K18016
AALJDOEL_00819	K18023
AALJDOEL_00825	K12139
AALJDOEL_00826	K01681
AALJDOEL_00828	K01648
AALJDOEL_00829	K01648
AALJDOEL_00838	K00970
AALJDOEL_00843	K01159
AALJDOEL_00847	K03551
AALJDOEL_00852	K21071
AALJDOEL_00856	K01677
AALJDOEL_00860	K02902
AALJDOEL_00861	K07277
AALJDOEL_00862	K01610
AALJDOEL_00865	K04460
AALJDOEL_00869	K00384
AALJDOEL_00870	K00278
AALJDOEL_00878	K17550
AALJDOEL_00879	K03641
AALJDOEL_00882	K02434
AALJDOEL_00893	K02455
AALJDOEL_00894	K02243
AALJDOEL_00914	K03150
AALJDOEL_00916	K01462
AALJDOEL_00919	K07274
AALJDOEL_00925	K01791
AALJDOEL_00926	K11740
AALJDOEL_00930	K01130
AALJDOEL_00931	K06871
AALJDOEL_00932	K01130
AALJDOEL_00933	K09022
AALJDOEL_00934	K00705
AALJDOEL_00936	K00088
AALJDOEL_00938	K00950
AALJDOEL_00939	K00796
AALJDOEL_00940	K01495
AALJDOEL_00941	K01737
AALJDOEL_00943	K00773
AALJDOEL_00945	K06381
AALJDOEL_00947	K09778
AALJDOEL_00949	K03074
AALJDOEL_00950	K03072
AALJDOEL_00953	K01868
AALJDOEL_00954	K08326
AALJDOEL_00955	K02356
AALJDOEL_00959	K00134
AALJDOEL_00960	K00927
AALJDOEL_00967	K06881
AALJDOEL_00976	K00945
AALJDOEL_00977	K00655
AALJDOEL_00983	K01867
AALJDOEL_00984	K05896
AALJDOEL_00985	K06024
AALJDOEL_00986	K00703
AALJDOEL_00987	K01077
AALJDOEL_00990	K03797
AALJDOEL_01001	K02283
AALJDOEL_01030	K05592
AALJDOEL_01044	K07318
AALJDOEL_01054	K02433
AALJDOEL_01056	K03657
AALJDOEL_01057	K00557
AALJDOEL_01059	K08968
AALJDOEL_01075	K02825
AALJDOEL_01076	K00609
AALJDOEL_01077	K01465
AALJDOEL_01078	K02823
AALJDOEL_01079	K17828
AALJDOEL_01080	K01591
AALJDOEL_01083	K10716
AALJDOEL_01086	K01338
AALJDOEL_01097	K09949
AALJDOEL_01098	K01921
AALJDOEL_01110	K00604
AALJDOEL_01112	K07126
AALJDOEL_01113	K01783
AALJDOEL_01116	K00554
AALJDOEL_01117	K02884
AALJDOEL_01119	K04077
AALJDOEL_01120	K04078
AALJDOEL_01123	K20603
AALJDOEL_01128	K03324
AALJDOEL_01135	K00602
AALJDOEL_01136	K00601
AALJDOEL_01138	K01588
AALJDOEL_01139	K11787
MBEMIEPC_00001	K02662
MBEMIEPC_00002	K02663
MBEMIEPC_00003	K02664
MBEMIEPC_00004	K02665
MBEMIEPC_00011	K01495
MBEMIEPC_00015	K03579
MBEMIEPC_00019	K00605
MBEMIEPC_00021	K15468
MBEMIEPC_00028	K02902
MBEMIEPC_00029	K02913
MBEMIEPC_00045	K07402
MBEMIEPC_00046	K13484
MBEMIEPC_00047	K07127
MBEMIEPC_00048	K01487
MBEMIEPC_00061	K00799
MBEMIEPC_00071	K09697
MBEMIEPC_00074	K09160
MBEMIEPC_00076	K03684
MBEMIEPC_00077	K06187
MBEMIEPC_00078	K09747
MBEMIEPC_00079	K02343
MBEMIEPC_00080	K01126
MBEMIEPC_00086	K03969
MBEMIEPC_00087	K03974
MBEMIEPC_00088	K01713
MBEMIEPC_00090	K14733
MBEMIEPC_00091	K01104
MBEMIEPC_00099	K19245
MBEMIEPC_00110	K00114
MBEMIEPC_00112	K07773
MBEMIEPC_00117	K02004
MBEMIEPC_00119	K10804
MBEMIEPC_00121	K05527
MBEMIEPC_00131	K00612
MBEMIEPC_00134	K02848
MBEMIEPC_00135	K02844
MBEMIEPC_00139	K02314
MBEMIEPC_00140	K02939
MBEMIEPC_00142	K02963
MBEMIEPC_00143	K02990
MBEMIEPC_00145	K12573
MBEMIEPC_00148	K01939
MBEMIEPC_00151	K14724
MBEMIEPC_00154	K06917
MBEMIEPC_00163	K01881
MBEMIEPC_00165	K07058
MBEMIEPC_00168	K01908
MBEMIEPC_00171	K01796
MBEMIEPC_00174	K20497
MBEMIEPC_00180	K03179
MBEMIEPC_00183	K03655
MBEMIEPC_00185	K01139
MBEMIEPC_00186	K03060
MBEMIEPC_00190	K00762
MBEMIEPC_00192	K05501
MBEMIEPC_00200	K00241
MBEMIEPC_00203	K17735
MBEMIEPC_00208	K01426
MBEMIEPC_00211	K01755
MBEMIEPC_00212	K06202
MBEMIEPC_00214	K01778
MBEMIEPC_00216	K03733
MBEMIEPC_00217	K20862
MBEMIEPC_00218	K01733
MBEMIEPC_00226	K01879
MBEMIEPC_00228	K02470
MBEMIEPC_00229	K03629
MBEMIEPC_00230	K02338
MBEMIEPC_00232	K02313
MBEMIEPC_00234	K03217
MBEMIEPC_00240	K06920
MBEMIEPC_00241	K10026
MBEMIEPC_00243	K03640
MBEMIEPC_00244	K03641
MBEMIEPC_00248	K01356
MBEMIEPC_00249	K03168
MBEMIEPC_00251	K06149
MBEMIEPC_00256	K09780
MBEMIEPC_00258	K03474
MBEMIEPC_00259	K03704
MBEMIEPC_00261	K03113
MBEMIEPC_00262	K01011
MBEMIEPC_00265	K22131
MBEMIEPC_00268	K01630
MBEMIEPC_00276	K07091
MBEMIEPC_00277	K01255
MBEMIEPC_00278	K02339
MBEMIEPC_00280	K01433
MBEMIEPC_00281	K01873
MBEMIEPC_00293	K01875
MBEMIEPC_00298	K07235
MBEMIEPC_00311	K01338
MBEMIEPC_00312	K03530
MBEMIEPC_00313	K03770
MBEMIEPC_00314	K19220
MBEMIEPC_00318	K07397
MBEMIEPC_00320	K01609
MBEMIEPC_00321	K00766
MBEMIEPC_00322	K01658
MBEMIEPC_00323	K01657
MBEMIEPC_00324	K01783
MBEMIEPC_00335	K18369
MBEMIEPC_00355	K01626
MBEMIEPC_00361	K11147
MBEMIEPC_00363	K00721
MBEMIEPC_00365	K03525
MBEMIEPC_00368	K14677
MBEMIEPC_00370	K03086
MBEMIEPC_00371	K02316
MBEMIEPC_00372	K09117
MBEMIEPC_00373	K02970
MBEMIEPC_00380	K01867
MBEMIEPC_00381	K22324
MBEMIEPC_00384	K00428
MBEMIEPC_00385	K02275
MBEMIEPC_00388	K02275
MBEMIEPC_00389	K00428
MBEMIEPC_00397	K00627
MBEMIEPC_00399	K21417
MBEMIEPC_00400	K21416
MBEMIEPC_00401	K21826
MBEMIEPC_00407	K01271
MBEMIEPC_00416	K17218
MBEMIEPC_00419	K03929
MBEMIEPC_00421	K03595
MBEMIEPC_00423	K00997
MBEMIEPC_00441	K01358
MBEMIEPC_00442	K03544
MBEMIEPC_00450	K07119
MBEMIEPC_00459	K01251
MBEMIEPC_00460	K10805
MBEMIEPC_00461	K02871
MBEMIEPC_00464	K00412
MBEMIEPC_00465	K00413
MBEMIEPC_00466	K03599
MBEMIEPC_00476	K06189
MBEMIEPC_00477	K03820
MBEMIEPC_00498	K07124
MBEMIEPC_00499	K17623
MBEMIEPC_00503	K03723
MBEMIEPC_00506	K16052
MBEMIEPC_00510	K11209
MBEMIEPC_00514	K01273
MBEMIEPC_00516	K05916
MBEMIEPC_00517	K02014
MBEMIEPC_00535	K02460
MBEMIEPC_00536	K02459
MBEMIEPC_00537	K02458
MBEMIEPC_00539	K02456
MBEMIEPC_00540	K02455
MBEMIEPC_00541	K02454
MBEMIEPC_00549	K02003
MBEMIEPC_00555	K03797
MBEMIEPC_00567	K06148
MBEMIEPC_00568	K16554
MBEMIEPC_00569	K03666
MBEMIEPC_00571	K04088
MBEMIEPC_00572	K04087
MBEMIEPC_00583	K01265
MBEMIEPC_00585	K07648
MBEMIEPC_00586	K01130
MBEMIEPC_00588	K00674
MBEMIEPC_00592	K01488
MBEMIEPC_00595	K12117
MBEMIEPC_00612	K03686
MBEMIEPC_00613	K00215
MBEMIEPC_00616	K00666
MBEMIEPC_00628	K09966
MBEMIEPC_00630	K03704
MBEMIEPC_00640	K10534
MBEMIEPC_00643	K08602
MBEMIEPC_00648	K11209
MBEMIEPC_00649	K13795
MBEMIEPC_00657	K01595
MBEMIEPC_00661	K00821
MBEMIEPC_00662	K07390
MBEMIEPC_00664	K03683
MBEMIEPC_00665	K01465
MBEMIEPC_00666	K01940
MBEMIEPC_00667	K10773
MBEMIEPC_00677	K02083
MBEMIEPC_00682	K02114
MBEMIEPC_00683	K04042
MBEMIEPC_00689	K00940
MBEMIEPC_00691	K04755
MBEMIEPC_00692	K04044
MBEMIEPC_00693	K04082
MBEMIEPC_00694	K13628
MBEMIEPC_00695	K04488
MBEMIEPC_00696	K04487
MBEMIEPC_00697	K13643
MBEMIEPC_00698	K06990
MBEMIEPC_00703	K03711
MBEMIEPC_00704	K06186
MBEMIEPC_00707	K03664
MBEMIEPC_00711	K07112
MBEMIEPC_00716	K00937
MBEMIEPC_00720	K05592
MBEMIEPC_00721	K11068
MBEMIEPC_00731	K15580
MBEMIEPC_00744	K00059
MBEMIEPC_00748	K00164
MBEMIEPC_00749	K00174
MBEMIEPC_00756	K02372
MBEMIEPC_00757	K00748
MBEMIEPC_00758	K03470
MBEMIEPC_00764	K03119
MBEMIEPC_00768	K03558
MBEMIEPC_00773	K00179
MBEMIEPC_00774	K00180
MBEMIEPC_00780	K00053
MBEMIEPC_00781	K05776
MBEMIEPC_00787	K00666
MBEMIEPC_00788	K00276
MBEMIEPC_00790	K03694
MBEMIEPC_00791	K02518
MBEMIEPC_00792	K21420
MBEMIEPC_00808	K00381
MBEMIEPC_00813	K18914
MBEMIEPC_00824	K09927
MBEMIEPC_00826	K00799
MBEMIEPC_00843	K01081
MBEMIEPC_00844	K13634
MBEMIEPC_00848	K02553
MBEMIEPC_00852	K01756
MBEMIEPC_00861	K08311
MBEMIEPC_00866	K02437
MBEMIEPC_00867	K00605
MBEMIEPC_00872	K09797
MBEMIEPC_00888	K00480
MBEMIEPC_00895	K06889
MBEMIEPC_00903	K00295
MBEMIEPC_00918	K00161
MBEMIEPC_00919	K21417
MBEMIEPC_00925	K22209
MBEMIEPC_00926	K00077
MBEMIEPC_00929	K09989
MBEMIEPC_00931	K05807
MBEMIEPC_00933	K02667
MBEMIEPC_00935	K11153
MBEMIEPC_00946	K03496
MBEMIEPC_00947	K03497
MBEMIEPC_00958	K21430
MBEMIEPC_00969	K12542
MBEMIEPC_00970	K12541
MBEMIEPC_00976	K01142
MBEMIEPC_00979	K01951
MBEMIEPC_00980	K17839
MBEMIEPC_00986	K00252
MBEMIEPC_00989	K03587
MBEMIEPC_00992	K03216
MBEMIEPC_00994	K07708
MBEMIEPC_00996	K01772
MBEMIEPC_01009	K01698
MBEMIEPC_01010	K03671
MBEMIEPC_01011	K03628
MBEMIEPC_01014	K02496
MBEMIEPC_01015	K01719
MBEMIEPC_01016	K01749
MBEMIEPC_01017	K08083
MBEMIEPC_01026	K01969
MBEMIEPC_01027	K00253
MBEMIEPC_01045	K00311
MBEMIEPC_01046	K03521
MBEMIEPC_01047	K03522
MBEMIEPC_01048	K01738
MBEMIEPC_01050	K14170
MBEMIEPC_01054	K07305
MBEMIEPC_01072	K21826
MBEMIEPC_01078	K17743
MBEMIEPC_01080	K15981
MBEMIEPC_01081	K07588
MBEMIEPC_01082	K01847
MBEMIEPC_01086	K08683
MBEMIEPC_01091	K01462
MBEMIEPC_01093	K01934
MBEMIEPC_01096	K09895
MBEMIEPC_01097	K01262
MBEMIEPC_01108	K07304
MBEMIEPC_01110	K01465
MBEMIEPC_01118	K01439
MBEMIEPC_01127	K03286
MBEMIEPC_01130	K00767
MBEMIEPC_01131	K06985
MBEMIEPC_01134	K00163
MBEMIEPC_01135	K00627
MBEMIEPC_01136	K00798
MBEMIEPC_01141	K11262
MBEMIEPC_01142	K02160
MBEMIEPC_01148	K07386
MBEMIEPC_01151	K03366
MBEMIEPC_01152	K00034
MBEMIEPC_01153	K00433
MBEMIEPC_01155	K11177
MBEMIEPC_01157	K01653
MBEMIEPC_01159	K07147
MBEMIEPC_01160	K17247
MBEMIEPC_01162	K11525
MBEMIEPC_01164	K02658
MBEMIEPC_01165	K02657
MBEMIEPC_01167	K03832
MBEMIEPC_01169	K07447
MBEMIEPC_01173	K00864
MBEMIEPC_01176	K11719
MBEMIEPC_01177	K09774
MBEMIEPC_01178	K06861
MBEMIEPC_01183	K03498
MBEMIEPC_01184	K03499
MBEMIEPC_01185	K03500
MBEMIEPC_01186	K00604
MBEMIEPC_01187	K01462
MBEMIEPC_01195	K03210
MBEMIEPC_01196	K00773
MBEMIEPC_01197	K07568
MBEMIEPC_01202	K22452
MBEMIEPC_01204	K00034
MBEMIEPC_01207	K00382
MBEMIEPC_01217	K10823
MBEMIEPC_01218	K15583
MBEMIEPC_01219	K15582
MBEMIEPC_01223	K03310
MBEMIEPC_01227	K07095
MBEMIEPC_01232	K18456
MBEMIEPC_01233	K09017
MBEMIEPC_01235	K03790
MBEMIEPC_01240	K00264
MBEMIEPC_01252	K07749
MBEMIEPC_01257	K00004
MBEMIEPC_01260	K07119
MBEMIEPC_01263	K03100
MBEMIEPC_01264	K03596
MBEMIEPC_01265	K17218
MBEMIEPC_01274	K08296
MBEMIEPC_01276	K04079
MBEMIEPC_01281	K02879
MBEMIEPC_01282	K03040
MBEMIEPC_01283	K02986
MBEMIEPC_01284	K02948
MBEMIEPC_01285	K02952
MBEMIEPC_01286	K03076
MBEMIEPC_01287	K02876
MBEMIEPC_01288	K02907
MBEMIEPC_01289	K02988
MBEMIEPC_01291	K02933
MBEMIEPC_01294	K02931
MBEMIEPC_01295	K02895
MBEMIEPC_01304	K02275
MBEMIEPC_01312	K01991
MBEMIEPC_01315	K00375
MBEMIEPC_01317	K01581
MBEMIEPC_01322	K03183
MBEMIEPC_01324	K03667
MBEMIEPC_01325	K01419
MBEMIEPC_01327	K04066
MBEMIEPC_01328	K02909
MBEMIEPC_01332	K09760
MBEMIEPC_01337	K04851
MBEMIEPC_01345	K00559
MBEMIEPC_01348	K01118
MBEMIEPC_01357	K20497
MBEMIEPC_01366	K09841
MBEMIEPC_01368	K01070
MBEMIEPC_01370	K18554
MBEMIEPC_01372	K11416
MBEMIEPC_01377	K02346
MBEMIEPC_01378	K00873
MBEMIEPC_01379	K01338
MBEMIEPC_01383	K00249
MBEMIEPC_01384	K08195
MBEMIEPC_01393	K07651
MBEMIEPC_01394	K03635
MBEMIEPC_01396	K03637
